Date	Rev	URL	Changelog
2012-12-21	13	http://wiki.ecmascript.org/lib/exe/fetch.php?id=harmony%3Aolder_es6_drafts&cache=cache&media=harmony:working_draft_ecma-262_edition_6_12-21-12.doc	" This revision generalizing object allocation in order to make it easier to subclass built-ins and other objects with private instance state. TypedArrays are now better integrated into the spec. Cleaned up many typos and issues introduced with the major refactoring in Rev 12.
Changes include:
    Well-known Symbols and Intrinsics added as 8.1.6.3
    [[HasProperty]] reintroduced as an internal method
    Elimianted [[Key]] and updated [[OwnPropertyKeys]] to return an iterator. Object.keys and Object.getOwnProertyNames now uses [[OwnPropertyKeys]].
    Restructured ordinary [[Construct]] to looks for and call a @@create method on the constructor. This permits the separate definition of the allocation and initialization actions of constructors. This makes built-ins and other objects that require special allocation to be subclassable but corrects the problem of a single instance be initialized as an instance of multiple such classes. See https://mail.mozilla.org/pipermail/es-discuss/2012-November/026753.html
    Added default @@create method for Function.prototype. Restructued Date, Map, WeakMap, Set to use @@create based instance allocation.
    Added Indexed Delegation Exotic objects to support array-like indexing of TypedArray objects.
    Renamed ÅgitemsÅh interator methods to ÅgentiresÅh
    Complete reworked ArrayBuffer and TypedArray sections. They now use @@create pattern for allocation and are subclassable. Still not integrated with Binary Data proposal but this is the foundation for doing so.
    Resolved bugs: 1161, 1156, 1154, 1152, 1151, 1149-1147, 1145, 1143, 1141-1138, 1135, 1130, 1127, 1122, 1120-1118, 1112, 1107-1099, 1097-1090, 1088, 1086, 1084-1077, 1074-1064, 1062, 1061, 1058, 1056-1052, 1050-1024, 1022-982, "
2013-03-08	14	http://wiki.ecmascript.org/lib/exe/fetch.php?id=harmony%3Aolder_es6_drafts&cache=cache&media=harmony:working_draft_ecma-262_edition_6_03-08-13.doc	"
    Class bodies are now always strict
    static methods may now be defined in ClassBody
    Updated comprehension syntax to use left-to-right order
    Eliminated is and isnt operators
    added grammar productions to allow unqualified super to be used after new operator
    expression to the right of of in for-of now restricted to being AssignmentExpression
    Almost all Chapter 15 constructors are now specified to have an @@create method and are initialized in a manner that supports subclassing. (still need to work on Function)
    Added Object.getOwnPropertyKeys function
    Added Object.is function
    Tentatively added Object.mixin function
    Array.from now takes an optional map function
    Added String.prototype.normalize method
    All String.prototype methods that accept RegExp arguments will now work with subclasses of RegExp
    Renamed Number.prototype.toInt to Number.prototype.toInteger
    RegExp global, ignoreCase, multiline, source, sticky are now prototype accessor properties rather than instance own data properties. This is needed to support adding web compatible compile method.
    Added new RegExp.prototype methods that allow string methods to work with RegExp subclasses: match, replace, search, split, @@isRegExp
    Map and Set constructors now accept a =n optional comparator parameter. Only value currently allowed is ÅgisÅh
    ArrayBuffer and TypedArray object length no long restricted to 232 limit
    Eliminated all remaining references to [[Class]] and [[NativeBrand]] (except for in some DataView code that needs rewritting anyway)
    Added SameValueZero abstraction operation that considers -0 and +0 to be the same value.
    Rename [[GetP]] to [[Get]] and [[SetP]] to [[Set]]
    Specified that unless otherwise indicated, internal data properties are created when an object is allocated. Internal data properties are now explicitly listed in ObjectCreate abstract operation calls.
    internally consolidated [[IsExtensible]]/[[IsSealed]/[[IsFrozen]] and [[PreventExtensions]]/[[Seal]]/[[Freeze]] into two MOP operations [[HasIntegrity]] and [[SetIntegrity]]. However, no public APIs (Proxy traps and Reflect functions) changed.
    Numerous editorial and technical corrections, clarifications, and bug fixes
    Resolved Bugs: 1252-1251, 1249-1246, 1243-1241, 1239-1238, 1236, 1234-1233, 1231-1229, 1227, 1225-1224, 1222-1220, 1218-1214, 1212-1209, 1207, 1206, 1205, 1203-1197, 1195-1194, 1190, 1188-1187, 1185, 1182-1176, 1174-1166, 1164-1163, 1157, 1144, 1123, 1110, 1108, 1089, 1081, 1063, 1060, 1051, 1045, 1019, 981, 979, 969, 497, 21, 20
"
2013-05-14	15	http://wiki.ecmascript.org/lib/exe/fetch.php?id=harmony%3Aolder_es6_drafts&cache=cache&media=harmony:working_draft_ecma-262_edition_6_05-14-13.doc	"
    Made Symbols a primitive type
    Added semantics for generator function and generator method definitions
    Added semantics for array comprehensions and generator comprehensions
    Added semantics for yield and yield*
    Replaced StopIteration exception with nextResult objects
    Updated for-in/of semantics to use new generator protocol
    Made Arrow function and concise method formal parameters ÅgstrictÅh
    Added Object.setPrototypeOf function
    Made Function constructor subclassable
    Added Array.prototype.find and findIndex
    Added Math.imul
    Added ArrayBuffer.isView to check for ArrayBuffer view objects
    Added Clause 15.19 defining the content of the build-in iteration module. Contains built-ins needed to support generators
    Disallow Unicode escapes as RegularExpressionFlags
    Moved Object.prototype.__proto__ back to Annex B. ItÅfs a simple access or that is not Realm specific.
    Added in Annex B __proto__ property keys in object literals
    Added placeholder in Annex B for defining syntax of html-like comments
    In Annex B, first cut at block-level function declaration legacy semantics
    Added RegExp.prototype.compile to Annexs B
    Fixed handling of negative integer indices for typed arrays. Elimiante ToPositiveInteger abstract operation
    Typed Arrays are allowed to store values using native endianess.
    Fixed various bugs in class declaration semantics
    Dates never expose -0 as a time value
    Resolved Bugs: 1469, 1461-1460, 1458, 1452-1451, 1449, 1446, 1442-1435, 1433, 1432-1414, 1411-1407, 1404, 1403-1401, 1399-1397, 1395-1392, 1389-1376, 1374-1366, 1363-1361, 1359, 1357-1355, 1352-1348, 1346, 1344-1342, 1340-1338, 1336-1318, 1316, 1314-1301, 1299-1296, 1294-1291, 1289-1288, 1286-1285, 1284, 1282, 1280-1277, 1272, 1253, 1117, 387
"
2013-07-15	16	http://wiki.ecmascript.org/lib/exe/fetch.php?id=harmony%3Aolder_es6_drafts&cache=cache&media=harmony:working_draft_ecma-262_edition_6_07-15-13.doc	"
    Restored MOP internal methods [[IsExtensible]]/[[PreventExtensions]] in place of [[HasIntegery]]/[[SetIntegrity]]
    Added [[Invoke]] internal method to the MOP. Revised evaluation semantics of function calls (including super calls) to use invoke)
    Provided full complement of internal methods for Integer Index exotic objects (Typed Array views)
    Reverted Symbols to being a kind of Exotic object rather than a new primitive type
    Added computed symbol property definitions eg, [ ] to object literals and class definitions.
    Made trailing ; optional for do-while statements
    Simplified this binding semantics of Generator functions.
    Updated Array.from algorithm to include mapping behavior
    Generalize Array concat to deal with ÅgspreadingÅh array subclasses that may not be exotic arrays
    Factor common TypedArray method into %TypedArray% abstract ÅgclassÅh as per plan of record.
    Added of and from factory methods for Typed Arrays
    Added applicable Array methods to %TypedArrayPrototype% (in some cases, thus stub sections)
    Made Typed Arrays Iterables with @@iterator, keys, values, entries methods
    Complete rewrite of DataView specification.
    Map and WeakMap constructors try using entries methods before @@iterator method to initialize new instances
    Added WeakSet
    Added Reflect.invoke
    Change from ES5: Object.freeze/seal/preventExensions. on primitives is a now a no-op. isFrozen/isSealed returns true. IsExtensible returns false.
    Resolved Bugs: 1577, 1576, 1573, 1570, 1568-1566, 1564-1562, 1558, 1554, 1551-1549, 1546-1534, 1524, 1520-1476, 1434, 1417, 1405, 1400, 1398, 1396, 1391, 1375, 1365, 1354, 1317, 1315, 1295, 1290, 1283, 1276, 1269, 1265, 1213, 1201, 1196, 1194, 1175, 1146, 1085, 1057, 974, 965, 964, 962, 961, 955, 951, 936, 933, 930, 920, 903, 896, 892, 882, 793, 782, 781, 746, 743, 735, 734, 731-727, 715, 713, 711, 682, 677-675, 377, 313, 158
"
2013-08-23	17	http://wiki.ecmascript.org/lib/exe/fetch.php?id=harmony%3Aolder_es6_drafts&cache=cache&media=harmony:working_draft_ecma-262_edition_6_08-23-13.doc	"
    Added Number.isSafeInteger
    Added Number.MAX_SAFE_INTEGER
    Removed: Number.MAX_INTEGER
    Removed: Number.toInteger
    Define all parts of a class definition to be strict code
    ÅelengthÅf property of program defined functions have the attributes { [[Writable]]: false, [[Enumerable]]: false, [[Configurable]]: true }.
    Computed property names in object literals and class definitions can be strings or symbols
    TypedArray objects are made non-extensible when they are allocated.
    Added ToLength abstract operation. Generic Array methods use ToLength and are not limited to Uint32 lengths.
    keys, and entries interators over Arrays and Typed Arrays return numbers for their key values.
    Map/WeakMap constructor no longer explicitly looks for an ÅeentiresÅf method on iterable arg. Always uses @@iterator.Throws if an iteration item is not an object.
    Added with blacklist (@@unscopable) support to withStatement and Object Environment Records
    Added Array.prototype[@@unscopable) with value [ÅhfindÅh, ÅgfindIndexÅh, ÅgfillÅh, copyWithinÅh, ÅgentriesÅh, ÅgkeysÅh, ÅgvaluesÅh]
    Destructuring to a object/array pattern throws if the value/default value is not an object
    Destructuring throws if a corresponding source property does not exist and a default value is not provided
    Eliminated NoIn alternative expression grammar because they are unnecessary after eliminating for-in binding initializer expression
    Added Array.prototype.fill, Array.prototype.copyWithin, %TypedArray%.prototype.fill, %TypedArray%.prototype.copyWithin
    Updated definition of Function.prototype.toString
    Added Math.roundFloat32 (formerly aka Math.toFloat32)
    Updated Array.prototype.splice to match web reality when called with 1 argument (see bug 429)
    [Åh__proto__Åg]: obj defines a data property named Åg__proto__Åh rather than setting the objectÅfs [[Prototype]] internal data property
    Using a computed property name in a strict mode object literal or class definition to define a property that already exists is a runtime error
    Made DataView buffer, byteLength, byteOffset prototype accessor properties just like they are for Typed Array
    Specified all %TypedArray%.prototype methods
    Array.prototype.map, filter, slice, splice when used iwth array subclasses creates results arrays of the same subclass
    foo.__proto__ = 1234, etc. and {__proto__: 123} no longer throws.
    Resolved Bugs: 1800, 1796, 1794, 178-1783, 1779, 1777-1771, 1769, 1767-1763, 1761-1752, 1750-1735, 1733, 1731, 1729, 1727-1717, 1715, 1713-1705, 1703-1661, 1659-1634, 1632-1626, 1624, 1622-1620, 1618, 1616-1609, 1607, 1605-1602, 1599, 1596, 1594, 1592, 1590, 1588-1586, 1583-1581, 1579, 1575, 1560, 1464, 1257, 788, 733, 716, 701, 429, 224, 175, 146
"
2013-09-05	18	http://wiki.ecmascript.org/lib/exe/fetch.php?id=harmony%3Aolder_es6_drafts&cache=cache&media=harmony:working_draft_ecma-262_edition_6_09-5-13.doc	"This draft has essentially no new technical content relative to rev 17. However, the document has been completely restructured and the rev17 content has redistributed roughly like this:
    Sections 6-9 define the execution environment within which ECMAScript programs operate.
    Sections 10-16 define the actual ECMAScript programming language including its syntactic encoding and the execution semantics of all language features. In previous editions this was sections 6,7,11-14,16, and parts of 10.
    Sections 17-26 define the ECMAScript standard library. It includes the definitions of all of the standard objects that are available for use by ECMAScript programs as the execute. In previous editions this was section 15.
A table mapping old section numbers to new sections numbers is also available: pdf xls.
In the new organization all the property definitions for each object in sections 17-26 are now defined in alphabetical order. The built-ins are now groups into logical buckets rather than one giant chapter. The naming of sections 17-26 isnÅft necessarily final nor is the specific groupings. Feedback on this will be appreciated.
As part of reorganizing the specification all the internal change tracking was reset. The markup in rev18 reflects only the (non-organization) changes relative to rev17. Going forward I will track all new changes. Rev17 is the last draft that will contain change history relative to the ES5.1 spec. so use that version if you want to see how something differs form the corresponding ES5.1 text.
Other changes include:
    Add Number.MIN_SAFE_INTEGER property.
"
2013-09-27	19	http://wiki.ecmascript.org/lib/exe/fetch.php?id=harmony%3Aolder_es6_drafts&cache=cache&media=harmony:working_draft_ecma-262_edition_6_09-27-13.doc	"
    Better internal cross-linking
    Restored NoIn expression productions
    Added NoIn productions for Arrow functions
    Made yield a reserved word
    Included module BNF and some of the semantics (more to come)
    Corrected TypedArray constructor 22.2.4.1
    Changed branding for DataView to make them more polymorphic with Typed Arrays WRT buffer access and ArrayBuffer.isVGiew
    Fixed Array.prototype.concat, filter,map, slice, splice result object construction.
    Changed Array.prototype.concat, filter,map, slice, splice such so that when result object is an Array instance, it is from the same Realm as the method.
    Clarified differences between %TypedArray% prototype methods and corresponding Array prototype
    Renamed [[GetInheritance]] to [[GetPrototypeOf]] and [[SetInheritance]] to [[SetPrototypeOf]].
    Changed Proxy [[GetPrototypeOf]] invariant so it only applies if target is not extensible.
    Updated CreateOwnDataProperty to to eliminate the assert that the property doesnÅft exist. Callers may need to check for success.
    Fixed bug in creating result array for %TypedArray% filter
    Added algorithms for Object.assign and Object.mixin
    Added a IteratorStep abstract operation to simply most internal uses of iterators
    Removed the recently added requirement that Typed Array instances must be non=extensible
    renamed @@ToPrimitive as @@toPrimitive
    Updated Object.prototype.toString for symbols, Math, and JSON
    Added @@toStringTag methods for Math and JSON
    Made Symbol a primitive type with a wrapper object named Symbol
    Make new Object(Symbol()) throw a TypeError
    Added properties of Symbol containing the well known symbols
    Eliminated destructuring throw for non-existant source properties without a corresponding initializer
    Renamed Math roundFloat32 Å® Math.fround
    Math.hypoth is now viadic
    Normalized <CR><LF> and <CR> to <LF> in template strings.
    Eliminated [[HasOwnProperty]] MOP operation
    Must say new DataView(...) to create a new one
    Resolved bugs: 1940-1939, 1937-1930, 1928-1911, 1907-1904, 1899, 1896-1894, 1891, 1889, 1884-1881, 1878-1871, 1867, 1864, 1862-1860, 1857-1856, 1853, 1850-1816, 1812-1810, 1808-1806, 1803, 1606, 1598, 1589, 1153
"
2013-10-28	20	http://wiki.ecmascript.org/lib/exe/fetch.php?id=harmony%3Aspecification_drafts&cache=cache&media=harmony:working_draft_ecma-262_edition_6_10-28-13.doc	"
    Introduced grammar parameters and eliminated NoIn productions
    Spread now requires an Iterable rather than an array-like
    B.1.4, Web browser extensions to RegExp Pattern grammar and semantics
    Updated RegExp to actually do sticky matching.
    Updated RegExp to support ÅguÅh (unicode) patterns and matching.
    Defined String @@iterator and String Iterator objects bug fixes in Object.mixin
    Added support for revokable proxies
    Added Proxy and Proxy.revokable factory functions
    Removed the JSON grammar and replaced it with references to Ecma-404
    Added requirement that Math.random functions in different code realms must produce difference sequences of numbers
    Made Map, and Set built-in iterators so that once they return a result of completed they always return complete on subsequent calls to next.
    Added Symbol.prototype[@@toPrimitive]
    Added name property for functions created via function/generator/class declarations or binding initializers and assignment.
    Defined the name property conventions for built-in functions.
    Added normative reference to Ecma-404, removed normative reference to C standard.
    Added normative reference to Ecma-402 and made Ecma-402 support a conformance requirement for ES implementation that provide an internationalization API.
    Updated toLocale*String methods with reference Ecma-402
    [[Construct]] for Proxy objects throw if no ÅgconstructÅh trap and target does not have a [[Construct]]
    Changed terminology Ågordinary function objectÅh to ÅgECMAScript function objectÅh
    fixed ArrayBuffer(len) and %ArrayBuffer%(len) to throw RangeError on infinite length
    make sure yield is usable as a statement label in non-strict code, except in generator functions.
    consolidated in BindingIdentifier static semantic restrictions on strict mode declarations of eval and arguments
    changed the way strict mode use of strict mode only reserved words are specified.
    use parameterized grammar productions to restrict where return statements can appear
    added grammar restrictions preventing an ExpressionStatement from stating as Åglet [Åh
    terminology: Åginternal data propertyÅh is now Åginternal slotÅh
    changed handling of non-object values in WeakMap as per bug 1938
    Renamed abstract operation CreateOwnDataProperty to CreateDataProperty. Added CreateDataPropertyOrThrow abstract operation
    Elaborated in 9.3 that built-in functions can be implemented as either ECMAScript functions or as implementation defined exotic functions.
    Eliminated [[GlobalArray]] compatibility hack in slice and certain Array methods, replaced with a Realm check
    fixed bugs: 2077-2072, 2069, 2067-2054, 2052-2050, 2048-2046, 2043, 2041-2040, 2037-2035, 2033, 2032, 2030-2028, 2026-2012, 2010-1941, 1938, 1909, 1903, 1900, 1870, 1869, 1863, 1858, 1855, 1854, 1852, 1804, 1660, 1619, 1574, 1358, 1287, 1274, 1268, 1250, 1226, 1116, 1113, 972, 872, 791, 749, 740, 625, 594, 528, 526-524, 519, 498, 481, 428, 407, 364, 230, 206, 119
"
2013-11-08	21	http://wiki.ecmascript.org/lib/exe/fetch.php?id=harmony%3Aspecification_drafts&cache=cache&media=harmony:working_draft_ecma-262_edition_6_11-08-13.doc	"
    Updated Module Syntax and static semantics
    Scripts no longer may contain import statements
    Specified how to determine if a call is in tail position
    The call and apply functions now internally do tail calls to the target function
    Tweaked the new operator so it will work in tail position
    Eliminated the [[Invoke]] MOP operation
    Calling the next method of an completed generator returns a ÅgdoneÅh result instead of throwing
    The length property of bound functions is now configurable/non-writable
    Clarified requirements of String localeCompare when no language sensitive comparison support is available.
    Tweaked the ordering of a few steps in Array.from to enable self-hosting using for-of
    Added ToInt8 and similar abstract operation
    Defined name property of %TypedArray% and the individual typed array constructors
    Significant fixed to yield * evaluation semantics
    Fixed handling of identifier ÅeyieldÅf in generator function parameter lists
    A little static semantic cleanup making sure that FunctionDeclarations and GeneratorDeclarations have the same top level scoping rules
    Fixed bugs include: 2208, 2206-2180, 2178-2156, 2153-2139, 2137-2134, 2130-2115, 2113-2082, 2045, 1956, 1868, 1859, 1851, 1841, 1823, 1633, 1295, 1273, 968, 959, 871, 814, 738
"
2014-01-20	22	http://wiki.ecmascript.org/lib/exe/fetch.php?id=harmony%3Aspecification_drafts&cache=cache&media=harmony:working_draft_ecma-262_edition_6_01-20-14.doc	"
    Promises
    Module loading/linking semantics
    Internal Tasks
    Realm Objects
    Loader Objects
    updated with binding for unscopable names as discussed at Sept 2013 meeting
    An unscopables object is now an ordinary object whose own property keys are the unscopable names.
    Fixed sticky mode bugs in RegExpExec
    Provided algorithm for RegExp.prototype.replace and updated other RegExp methods
    Fixed RegExp matcher algoritm to normalize results of Unicode mode matches back to UTF-16
    Grammar parameter tweaks related to use of yield in generator parameters.
    Simplified eval/arguments restrictions. They never are applied in non-strict code
    Added tail call detection for arrow functions with expression bodies
    clarified unicode escaping in IdentifierNames and keywords
    The default class constructor definition is now Ågconstructor(...args) {return super (...args);)Åh if one is not explicitly provided (adding explicit ÅgreturnÅh is the change)
    Fixed Invoke abstract operation to correctly handle invokes on primitive values. Implementations of built-ins that are * specified using Invoke should make sure they work correctly in cases where Invoke might be validly applied to a primitive
    Function.prototype.toMethod, replaces RebindSuper abstraction operation with CloneMethod
    Eliminated comparator optional argument to Map and Set constructor
    Removed vague overflow/underflow requirements from Math.Hypoth
    Creating a Proxy requires use of new.
    No line terminator allow before the * in yield *.
    extends clause of a class declaration is now a LeftHandSideExpression
    Completely redo of object invariants section.
    Fixed bugs include: 2306-2303, 2301-2298, 2296, 2294-2288, 2286, 2284-2267, 2265-2257, 2255-2240, 2238-2234, 2232-2218, 2216-2214, 2211-2210, 2046, 1908
"
2014-04-05	23	http://wiki.ecmascript.org/lib/exe/fetch.php?id=harmony%3Aspecification_drafts&cache=cache&media=harmony:working_draft_ecma-262_edition_6_04-05-14.doc	"
    Math.clz32 replaces Number.prototype.clz
    for (let;;) loops get a new scope per iteration
    Added [Yield] grammar parameter to ArrowFunction (Bug 2504)
    Added [Yield] grammar parameters for Function/Generator/Class Declarations
    Added [GeneratorParameter]] parameter to ClassExpression
    Clarified that certainly early errors donÅft apply when processing parenthesized expression cover grammar bug 2506)
    11.1.2 clarified the distinction between ES whitespace and Unicode whitespace. Added note that some Unicode white space characters are intentionally no ES whitespace
    Fixed Symbol.prototype.toString Symbol.prototype.valueOf to work correctly when this value is a primitive string value
    Lookahead let restrictions added: IterationStatement: for (LeftHandSideExpression of AssignmentExpression)... and for (LeftHandSideExpression in Expression)...
    Lookahead grammar restriction to disambiguate: new super()
    Reverted default for missing class constructor back to Ågconstructor(...args) {super(...args)} because of bug 2491
    Refactored identifier syntax/semantics into IdentiferReference, BindingIdentifier, and LabelIdentifier motivated by need to allow unicode escapes in non-keyword yield identifiers
    Tweaked ordinary call to allocate non-strict mode wrapper objects using calleeÅfs Realm
    Named %Loader%: Reflect.Loader
    Named %Realm%: Reflect.Realm
    Added Reflect.Loader.prototype.@@toStringTag property
    Provide complete algorithmic definition for RegExp.prototype.replace and RegExp.prototype.search
    corrected RegExpExec so it correctly translates the match state of full Unicode RegExps back to UTF-16 capture values and endIndex.
    documented (Annex D) fix to ES5 bug that exposed array updates to integer conversions side-effects
    Typed Array Indexing: All canonical string numeric values considered to be possible indexes rather than expando property keys, eliminated vestigial spec. language for readonly/frozen typed arrays.
    Updated Annex B function in block legacy compatibly hack based upon Jan. meeting concensus
    Updated Function.prototype.toMethod as per Jan. meeting.
    Updated Promises as per Jan. meeting consensus
    Switched to ÅgizeÅh from secondary British ÅgiseÅh spelling of ÅginitializeÅh and other words.
    Resolved bugs: 2598-2597, 2591, 2584-2583, 2581-2578, 2576, 2572-2567, 2563-2562, 2560-2559, 2555, 2552, 2549, 2546, 2525, 2522-2521, 2519-2517, 2515-2514, 2512-2506, 2504, 2501-2500, 2498, 2493-2491, 2489, 2486, 2484, 2482, 2479-2478, 2476-2473, 2471-2469, 2465, 2442-2439, 2435, 2427, 2424-2423, 2419-2417, 2415-2413, 2410-2407, 2404-2403, 2398-2395, 2393, 2390, 2370, 2368-2367, 2363-2359, 2352, 2350, 2347, 2343-2342, 2338, 2335, 2331, 2329-2328, 2326-2325, 2322, 2295, 2266, 2256, 2239, 2209, 1910, 1790, 1734, 1483, 1475, 1413-1412, 1263, 1240, 1158, 913, 311, 222
"
2014-04-27	24	http://wiki.ecmascript.org/lib/exe/fetch.php?id=harmony%3Aspecification_drafts&cache=cache&media=harmony:working_draft_ecma-262_edition_6_04-27-14.doc	"
    Several important bug fixes to Function Declaration Instantiation
    Updated RegExp so that subclasses that over-ride exec semantics donÅft have to also over-ride match/replace/search
    disallowed a line break between ArrowParameters and the ÅÀ
    Adjust Array.prototype.reverse and Array.prototype.unshift to eliminate several unnecessary MOP calls that were exposed if the array is a proxy
    Object.assign now accepts multiple source arguments
    arguments object now have an @@iterator own property
    %TypedArray% constructors now processes iterables as an argument.
    Changed length property value of Symbol, Map, Set, WeakSet, WeakMap to 1 to be consistent with most other built-in constructors
    Added Annex B item about var declarations in catch clauses that binding the same name as a catch parameter
    Array.from/typedArray.from now calls filter function with two arguments.
    Eliminated static semantic rules that made the following an early error function({x}){var x} or generator(x) {var x}. A var declaration now can always be the same name as a formal parameter
    Made for (let x in x), etc. a TDZ violation
    further tweaking of super related productions in MemberExpression and NewExpression
    Bug fix in GetBindingValue to make TDZ work. Accessing an uninitialized binding always throws and is not conditional on strict mode.
    Started update of Annex A. Lexical grammar updated
    Resolved bugs: 2729, 2727, 2724-2722, 2714-2713, 2711-2706, 2695-2688, 2685, 2681-2660, 2658-2657, 2655-2654, 2652-2649, 2647-2640, 2638-2637, 2635-2613, 2611, 2608-2607, 2605-2604, 2600, 2573, 2566, 2561, 2558-2557, 2551, 2548-2547, 2537, 2528-2526, 2477, 2445, 2443, 2337, 2314, 2154, 2010, 1540, 1114
"
2014-05-22	25	http://wiki.ecmascript.org/lib/exe/fetch.php?id=harmony%3Aspecification_drafts&cache=cache&media=harmony:working_draft_ecma-262_edition_6_05-22-14.doc	"
    Added Content of 8.5 Initialization (of the ES execution environment)
    Additional cleanup/refactoring of Realm initialization
    Changed Object.prototype.toString default result for Proxy objects
    Made toMethod work for bound functions
    Made comprehensions do 0 iterations if value of for-of expression is undefined or null to be consistent with for-in/of statements.
    Strengthened restrictions on use of ÅeyieldÅf in arrow function parameters. See bug 2732.
    %TypedArray%.prototype.byteLength/byteOffset/length now return 0 instead of throwing if the underlying ArrayBuffer has been neutered.
    Added host defined data to PendingTask records and host hooks into Enqueuing and dispatching Tasks.
    Legacy octal escape sequences (Annex B.1.2) are not allowed within template string literals.
    Resolving thenables runs in a separate Task
    Resolved bugs: 2882-2881, 2878-2877, 2874-2870, 2867-2866, 2864-2859, 2857-2854, 2851-2839, 2837, 2835, 2833-2832, 2830-2829, 2826-2821, 2817-2813, 2810-2804, 2802, 2801-2797, 2793, 2790-2779, 2776-2769, 2767-2756, 2753-2735, 2733-2731, 2725, 2706-2695, 2692, 2689-2688, 2686, 2675, 2671, 2656-2655, 2604, 2596-2595, 2574, 2545-2538, 2535-2532, 2530-2528, 2523, 2520, 2505, 2502, 2499, 2497, 2485, 2480, 2468, 2466, 2464-2462, 2460, 2459, 2455-2454, 2451-2450, 2448-2446, 2444, 2438, 2434-2428, 2426, 2422, 2402, 2399, 2394, 2392-2391, 2387, 2369, 2365-2364, 2358-2355, 2351, 2349, 2346, 2344, 2336, 2334, 2330, 2327, 2321-2318, 2316, 2313-2307, 2304, 2294-2293, 2288, 2276, 2265, 2263, 2224, 2223, 2219-2216, 2214, 2210, 2132, 2114, 1929, 1353, 811
"
2014-07-18	26	http://wiki.ecmascript.org/lib/exe/fetch.php?id=harmony%3Aspecification_drafts&cache=cache&media=harmony:working_draft_ecma-262_edition_6_07-18-14.doc	"
    Terminology change: ÅgTaskÅh is replaced by ÅgJobÅh.
    GetMethod now treats null and undefined equivalently as meaning no method available.
    Eliminated the ability of Proxy handlers to extend the set of property descriptor attributes they expose vis [[GetOwnProperty]]
    Added invariant checks for Proxy [[OwnPropertyNames]] internal method
    Revisited @@unscopable support in Object Environment Records
    Updated Annex C (strict mode summary) WRT ES 6 changes and extensions.
    Eliminated duplicate property name restrictions on object literals and class definitions
    For-of now throws if iterable value is null or undefined (also reverted comprehensions to throwing for that case)
    Date.prototype.toString now uses NaN as its time value when applied to an object with out a [[DateValue]]
    Function poision-pill caller and arguments properties are now configurable
    await is a FutureReservedWord when parsing and Module is the syntactic grammar goal symbol
    Better integration of O.p.toLocaleString and String.p.toLocaleString with Ecma-402
    Annex B support for function declarations in IfStatmentClauses
    Annex B (and 13.12) support for legacy labelled FunctionDeclarations.
    Another round of updates to 9.2.13 FunctionDeclarationInstanations to fix various scoping bugs.
    Updated Symbol conversions: aSym == Ågnot a symbolÅh produces false. var s=Symbol(); s==Object(s) produces true. fooÅh+aSymbol or aSymbol+ÅhfooÅh throws TypeError. Symbol @@toPrimitive returns the wrappered symbol value. ToNumber(aSymbol) throws.
    Spread now works on strings: var codeUnits = [...Åhthis is a stringÅh];
    yield * now works with strings: function * getchars(str) {yield * str}
    Added name property for bound functions in F.p.bind. Fixed bugs in generating length property in F.p.bind
    Tweaked Script GlobalDeclarationInstantiations to deal with error situations that could arise from misusing proxies for the global object.
    Added an informative generator function based definition for ordinary object [[Enumerate]]
    Changed handling of NaN returned from a sort comparefn to match web reality. See bug https://bugs.ecmascript.org/show_bug.cgi?id=2978
    Generator object return method/For-of/in loops use return method on generators
    Resolved bugs: 3010, 3004-3000, 2992, 2990-2988, 2984-2983, 2981-2980, 2978-2977, 2975, 2971-2948, 2946-2937, 2935-2922, 2919, 2917, 2915, 2910-2891, 2888-2884, 2880, 2875, 2840, 2828, 2813, 2811, 2803, 2799, 2778-2777, 2721-2720, 2718-2717, 2682, 2636, 2634, 2594-2592, 2590-2589, 2587, 2564, 2488, 2411, 2365, 2360, 2324, 2315, 2080, 2053, 2049, 1797, 1789, 1762, 1459, 1444-1443, 1341, 1267-1266, 1142, 977, 944, 522, 519
"
